Time,TOD,Total (W),Phase_A (W),Phase_B (W),Phase_C (W),Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Holiday
2024-04-03 16:00:00,16:00:00,843.0,359.0,379.0,105.0,False,False,False,False,False,False,True,False
2024-04-03 17:00:00,17:00:00,706.0,399.0,200.0,107.0,False,False,False,False,False,False,True,False
2024-04-03 18:00:00,18:00:00,709.0,385.0,198.0,126.0,False,False,False,False,False,False,True,False
2024-04-03 19:00:00,19:00:00,903.0,400.0,321.0,182.0,False,False,False,False,False,False,True,False
2024-04-03 20:00:00,20:00:00,577.0,196.0,199.0,182.0,False,False,False,False,False,False,True,False
2024-04-03 21:00:00,21:00:00,685.0,290.0,211.0,184.0,False,False,False,False,False,False,True,False
2024-04-03 22:00:00,22:00:00,617.0,210.0,222.0,185.0,False,False,False,False,False,False,True,False
2024-04-03 23:00:00,23:00:00,692.0,297.0,210.0,185.0,False,False,False,False,False,False,True,False
2024-04-04 00:00:00,00:00:00,760.0,244.0,331.0,185.0,False,False,False,False,True,False,False,False
2024-04-04 01:00:00,01:00:00,662.0,267.0,210.0,185.0,False,False,False,False,True,False,False,False
2024-04-04 02:00:00,02:00:00,814.0,237.0,391.0,186.0,False,False,False,False,True,False,False,False
2024-04-04 03:00:00,03:00:00,864.0,438.0,241.0,185.0,False,False,False,False,True,False,False,False
2024-04-04 04:00:00,04:00:00,1499.0,367.0,946.0,186.0,False,False,False,False,True,False,False,False
2024-04-04 05:00:00,05:00:00,1007.0,469.0,353.0,185.0,False,False,False,False,True,False,False,False
2024-04-04 06:00:00,06:00:00,713.0,360.0,207.0,146.0,False,False,False,False,True,False,False,False
2024-04-04 07:00:00,07:00:00,773.0,368.0,297.0,108.0,False,False,False,False,True,False,False,False
2024-04-04 08:00:00,08:00:00,800.0,304.0,392.0,104.0,False,False,False,False,True,False,False,False
2024-04-04 09:00:00,09:00:00,1380.0,987.0,289.0,104.0,False,False,False,False,True,False,False,False
2024-04-04 10:00:00,10:00:00,2217.0,872.0,1202.0,143.0,False,False,False,False,True,False,False,False
2024-04-04 11:00:00,11:00:00,1999.0,763.0,1095.0,141.0,False,False,False,False,True,False,False,False
2024-04-04 12:00:00,12:00:00,1277.0,594.0,573.0,110.0,False,False,False,False,True,False,False,False
2024-04-04 13:00:00,13:00:00,1947.0,275.0,1563.0,109.0,False,False,False,False,True,False,False,False
2024-04-04 14:00:00,14:00:00,874.0,407.0,305.0,162.0,False,False,False,False,True,False,False,False
2024-04-04 15:00:00,15:00:00,991.0,309.0,525.0,157.0,False,False,False,False,True,False,False,False
2024-04-04 16:00:00,16:00:00,749.0,452.0,193.0,104.0,False,False,False,False,True,False,False,False
2024-04-04 17:00:00,17:00:00,1243.0,908.0,229.0,106.0,False,False,False,False,True,False,False,False
2024-04-04 18:00:00,18:00:00,1094.0,651.0,309.0,134.0,False,False,False,False,True,False,False,False
2024-04-04 19:00:00,19:00:00,725.0,342.0,202.0,181.0,False,False,False,False,True,False,False,False
2024-04-04 20:00:00,20:00:00,1009.0,522.0,303.0,184.0,False,False,False,False,True,False,False,False
2024-04-04 21:00:00,21:00:00,808.0,341.0,284.0,183.0,False,False,False,False,True,False,False,False
2024-04-04 22:00:00,22:00:00,924.0,432.0,308.0,184.0,False,False,False,False,True,False,False,False
2024-04-04 23:00:00,23:00:00,947.0,553.0,210.0,184.0,False,False,False,False,True,False,False,False
2024-04-05 00:00:00,00:00:00,990.0,559.0,246.0,185.0,True,False,False,False,False,False,False,False
2024-04-05 01:00:00,01:00:00,1251.0,730.0,336.0,185.0,True,False,False,False,False,False,False,False
2024-04-05 02:00:00,02:00:00,807.0,383.0,238.0,186.0,True,False,False,False,False,False,False,False
2024-04-05 03:00:00,03:00:00,1900.0,1380.0,335.0,185.0,True,False,False,False,False,False,False,False
2024-04-05 04:00:00,04:00:00,1152.0,461.0,504.0,187.0,True,False,False,False,False,False,False,False
2024-04-05 05:00:00,05:00:00,985.0,542.0,258.0,185.0,True,False,False,False,False,False,False,False
2024-04-05 06:00:00,06:00:00,973.0,615.0,214.0,144.0,True,False,False,False,False,False,False,False
2024-04-05 07:00:00,07:00:00,1020.0,721.0,195.0,104.0,True,False,False,False,False,False,False,False
2024-04-05 08:00:00,08:00:00,1726.0,1429.0,194.0,103.0,True,False,False,False,False,False,False,False
2024-04-05 09:00:00,09:00:00,673.0,377.0,190.0,106.0,True,False,False,False,False,False,False,False
2024-04-05 10:00:00,10:00:00,1575.0,869.0,295.0,411.0,True,False,False,False,False,False,False,False
2024-04-05 11:00:00,11:00:00,1757.0,864.0,462.0,431.0,True,False,False,False,False,False,False,False
2024-04-05 12:00:00,12:00:00,1258.0,429.0,387.0,442.0,True,False,False,False,False,False,False,False
2024-04-05 13:00:00,13:00:00,1377.0,784.0,381.0,212.0,True,False,False,False,False,False,False,False
2024-04-05 14:00:00,14:00:00,1948.0,860.0,980.0,108.0,True,False,False,False,False,False,False,False
2024-04-05 15:00:00,15:00:00,1090.0,675.0,310.0,105.0,True,False,False,False,False,False,False,False
2024-04-05 16:00:00,16:00:00,1013.0,463.0,444.0,106.0,True,False,False,False,False,False,False,False
2024-04-05 17:00:00,17:00:00,825.0,401.0,309.0,115.0,True,False,False,False,False,False,False,False
2024-04-05 18:00:00,18:00:00,536.0,199.0,198.0,139.0,True,False,False,False,False,False,False,False
2024-04-05 19:00:00,19:00:00,769.0,296.0,290.0,183.0,True,False,False,False,False,False,False,False
2024-04-05 20:00:00,20:00:00,1053.0,666.0,204.0,183.0,True,False,False,False,False,False,False,False
2024-04-05 21:00:00,21:00:00,807.0,210.0,412.0,185.0,True,False,False,False,False,False,False,False
2024-04-05 22:00:00,22:00:00,779.0,376.0,218.0,185.0,True,False,False,False,False,False,False,False
2024-04-05 23:00:00,23:00:00,656.0,257.0,211.0,188.0,True,False,False,False,False,False,False,False
2024-04-06 00:00:00,00:00:00,886.0,361.0,338.0,187.0,False,False,True,False,False,False,False,True
2024-04-06 01:00:00,01:00:00,940.0,540.0,211.0,189.0,False,False,True,False,False,False,False,True
2024-04-06 02:00:00,02:00:00,909.0,380.0,340.0,189.0,False,False,True,False,False,False,False,True
2024-04-06 03:00:00,03:00:00,742.0,342.0,212.0,188.0,False,False,True,False,False,False,False,True
2024-04-06 04:00:00,04:00:00,985.0,575.0,222.0,188.0,False,False,True,False,False,False,False,True
2024-04-06 05:00:00,05:00:00,1411.0,581.0,641.0,189.0,False,False,True,False,False,False,False,True
2024-04-06 06:00:00,06:00:00,874.0,517.0,209.0,148.0,False,False,True,False,False,False,False,True
2024-04-06 07:00:00,07:00:00,738.0,325.0,308.0,105.0,False,False,True,False,False,False,False,True
2024-04-06 08:00:00,08:00:00,729.0,315.0,310.0,104.0,False,False,True,False,False,False,False,True
2024-04-06 09:00:00,09:00:00,816.0,400.0,310.0,106.0,False,False,True,False,False,False,False,True
2024-04-06 10:00:00,10:00:00,868.0,409.0,354.0,105.0,False,False,True,False,False,False,False,True
2024-04-06 11:00:00,11:00:00,968.0,577.0,284.0,107.0,False,False,True,False,False,False,False,True
2024-04-06 12:00:00,12:00:00,775.0,463.0,205.0,107.0,False,False,True,False,False,False,False,True
2024-04-06 13:00:00,13:00:00,790.0,342.0,340.0,108.0,False,False,True,False,False,False,False,True
2024-04-06 14:00:00,14:00:00,919.0,492.0,320.0,107.0,False,False,True,False,False,False,False,True
2024-04-06 15:00:00,15:00:00,613.0,304.0,204.0,105.0,False,False,True,False,False,False,False,True
2024-04-06 16:00:00,16:00:00,770.0,364.0,299.0,107.0,False,False,True,False,False,False,False,True
2024-04-06 17:00:00,17:00:00,673.0,342.0,216.0,115.0,False,False,True,False,False,False,False,True
2024-04-06 18:00:00,18:00:00,789.0,458.0,199.0,132.0,False,False,True,False,False,False,False,True
2024-04-06 19:00:00,19:00:00,1311.0,803.0,325.0,183.0,False,False,True,False,False,False,False,True
2024-04-06 20:00:00,20:00:00,811.0,428.0,199.0,184.0,False,False,True,False,False,False,False,True
2024-04-06 21:00:00,21:00:00,915.0,311.0,418.0,186.0,False,False,True,False,False,False,False,True
2024-04-06 22:00:00,22:00:00,803.0,408.0,209.0,186.0,False,False,True,False,False,False,False,True
2024-04-06 23:00:00,23:00:00,861.0,349.0,326.0,186.0,False,False,True,False,False,False,False,True
2024-04-07 00:00:00,00:00:00,1262.0,819.0,257.0,186.0,False,False,False,True,False,False,False,False
2024-04-07 01:00:00,01:00:00,874.0,480.0,207.0,187.0,False,False,False,True,False,False,False,False
2024-04-07 02:00:00,02:00:00,848.0,454.0,206.0,188.0,False,False,False,True,False,False,False,False
2024-04-07 03:00:00,03:00:00,943.0,543.0,212.0,188.0,False,False,False,True,False,False,False,False
2024-04-07 04:00:00,04:00:00,970.0,470.0,314.0,186.0,False,False,False,True,False,False,False,False
2024-04-07 05:00:00,05:00:00,1098.0,572.0,341.0,185.0,False,False,False,True,False,False,False,False
2024-04-07 06:00:00,06:00:00,1127.0,486.0,501.0,140.0,False,False,False,True,False,False,False,False
2024-04-07 07:00:00,07:00:00,1165.0,701.0,359.0,105.0,False,False,False,True,False,False,False,False
2024-04-07 08:00:00,08:00:00,947.0,657.0,185.0,105.0,False,False,False,True,False,False,False,False
2024-04-07 09:00:00,09:00:00,1334.0,931.0,298.0,105.0,False,False,False,True,False,False,False,False
2024-04-07 10:00:00,10:00:00,1307.0,653.0,260.0,394.0,False,False,False,True,False,False,False,False
2024-04-07 11:00:00,11:00:00,4006.0,2238.0,1375.0,393.0,False,False,False,True,False,False,False,False
2024-04-07 12:00:00,12:00:00,2038.0,1350.0,294.0,394.0,False,False,False,True,False,False,False,False
2024-04-07 13:00:00,13:00:00,2066.0,556.0,1404.0,106.0,False,False,False,True,False,False,False,False
2024-04-07 14:00:00,14:00:00,1121.0,641.0,349.0,131.0,False,False,False,True,False,False,False,False
2024-04-07 15:00:00,15:00:00,1969.0,529.0,1310.0,130.0,False,False,False,True,False,False,False,False
2024-04-07 16:00:00,16:00:00,1079.0,483.0,484.0,112.0,False,False,False,True,False,False,False,False
2024-04-07 17:00:00,17:00:00,891.0,280.0,500.0,111.0,False,False,False,True,False,False,False,False
2024-04-07 18:00:00,18:00:00,989.0,491.0,359.0,139.0,False,False,False,True,False,False,False,False
2024-04-07 19:00:00,19:00:00,890.0,434.0,275.0,181.0,False,False,False,True,False,False,False,False
2024-04-07 20:00:00,20:00:00,910.0,342.0,384.0,184.0,False,False,False,True,False,False,False,False
2024-04-07 21:00:00,21:00:00,955.0,390.0,381.0,184.0,False,False,False,True,False,False,False,False
2024-04-07 22:00:00,22:00:00,942.0,352.0,405.0,185.0,False,False,False,True,False,False,False,False
2024-04-07 23:00:00,23:00:00,980.0,523.0,271.0,186.0,False,False,False,True,False,False,False,False
2024-04-08 00:00:00,00:00:00,828.0,369.0,273.0,186.0,False,True,False,False,False,False,False,False
2024-04-08 01:00:00,01:00:00,841.0,375.0,279.0,187.0,False,True,False,False,False,False,False,False
2024-04-08 02:00:00,02:00:00,894.0,432.0,274.0,188.0,False,True,False,False,False,False,False,False
2024-04-08 03:00:00,03:00:00,1059.0,470.0,402.0,187.0,False,True,False,False,False,False,False,False
2024-04-08 04:00:00,04:00:00,885.0,413.0,284.0,188.0,False,True,False,False,False,False,False,False
2024-04-08 05:00:00,05:00:00,1281.0,391.0,702.0,188.0,False,True,False,False,False,False,False,False
2024-04-08 06:00:00,06:00:00,1048.0,245.0,660.0,143.0,False,True,False,False,False,False,False,False
2024-04-08 07:00:00,07:00:00,1003.0,355.0,539.0,109.0,False,True,False,False,False,False,False,False
2024-04-08 08:00:00,08:00:00,854.0,446.0,304.0,104.0,False,True,False,False,False,False,False,False
2024-04-08 09:00:00,09:00:00,743.0,269.0,369.0,105.0,False,True,False,False,False,False,False,False
2024-04-08 10:00:00,10:00:00,2104.0,1203.0,517.0,384.0,False,True,False,False,False,False,False,False
2024-04-08 11:00:00,11:00:00,2865.0,1773.0,754.0,336.0,False,True,False,False,False,False,False,False
2024-04-08 12:00:00,12:00:00,2278.0,1303.0,731.0,243.0,False,True,False,False,False,False,False,False
2024-04-08 13:00:00,13:00:00,2258.0,1285.0,633.0,339.0,False,True,False,False,False,False,False,False
2024-04-08 14:00:00,14:00:00,1852.0,1053.0,513.0,285.0,False,True,False,False,False,False,False,False
2024-04-08 15:00:00,15:00:00,1786.0,1044.0,503.0,239.0,False,True,False,False,False,False,False,False
2024-04-08 16:00:00,16:00:00,965.0,520.0,319.0,125.0,False,True,False,False,False,False,False,False
2024-04-08 17:00:00,17:00:00,1029.0,537.0,365.0,125.0,False,True,False,False,False,False,False,False
2024-04-08 18:00:00,18:00:00,912.0,476.0,279.0,157.0,False,True,False,False,False,False,False,False
2024-04-08 19:00:00,19:00:00,931.0,450.0,289.0,190.0,False,True,False,False,False,False,False,False
2024-04-08 20:00:00,20:00:00,944.0,453.0,299.0,191.0,False,True,False,False,False,False,False,False
2024-04-08 21:00:00,21:00:00,939.0,462.0,284.0,192.0,False,True,False,False,False,False,False,False
2024-04-08 22:00:00,22:00:00,906.0,432.0,270.0,202.0,False,True,False,False,False,False,False,False
2024-04-08 23:00:00,23:00:00,984.0,468.0,322.0,193.0,False,True,False,False,False,False,False,False
2024-04-09 00:00:00,00:00:00,780.0,366.0,212.0,202.0,False,False,False,False,False,True,False,False
2024-04-09 01:00:00,01:00:00,1414.0,1002.0,209.0,203.0,False,False,False,False,False,True,False,False
2024-04-09 02:00:00,02:00:00,1428.0,908.0,317.0,203.0,False,False,False,False,False,True,False,False
2024-04-09 03:00:00,03:00:00,2365.0,1936.0,227.0,202.0,False,False,False,False,False,True,False,False
2024-04-09 04:00:00,04:00:00,1005.0,554.0,249.0,202.0,False,False,False,False,False,True,False,False
2024-04-09 05:00:00,05:00:00,1887.0,1132.0,551.0,204.0,False,False,False,False,False,True,False,False
2024-04-09 06:00:00,06:00:00,1848.0,1348.0,339.0,161.0,False,False,False,False,False,True,False,False
2024-04-09 07:00:00,07:00:00,895.0,472.0,292.0,131.0,False,False,False,False,False,True,False,False
2024-04-09 08:00:00,08:00:00,2179.0,1866.0,191.0,122.0,False,False,False,False,False,True,False,False
2024-04-09 09:00:00,09:00:00,2113.0,1647.0,345.0,121.0,False,False,False,False,False,True,False,False
2024-04-09 10:00:00,10:00:00,1851.0,1141.0,331.0,379.0,False,False,False,False,False,True,False,False
2024-04-09 11:00:00,11:00:00,2135.0,1422.0,279.0,434.0,False,False,False,False,False,True,False,False
2024-04-09 12:00:00,12:00:00,2262.0,1494.0,477.0,291.0,False,False,False,False,False,True,False,False
2024-04-09 13:00:00,13:00:00,1861.0,725.0,623.0,513.0,False,False,False,False,False,True,False,False
2024-04-09 14:00:00,14:00:00,2165.0,1253.0,379.0,533.0,False,False,False,False,False,True,False,False
2024-04-09 15:00:00,15:00:00,3118.0,1224.0,1340.0,554.0,False,False,False,False,False,True,False,False
2024-04-09 16:00:00,16:00:00,1346.0,586.0,629.0,131.0,False,False,False,False,False,True,False,False
2024-04-09 17:00:00,17:00:00,859.0,529.0,199.0,131.0,False,False,False,False,False,True,False,False
2024-04-09 18:00:00,18:00:00,920.0,470.0,301.0,149.0,False,False,False,False,False,True,False,False
2024-04-09 19:00:00,19:00:00,1106.0,712.0,197.0,197.0,False,False,False,False,False,True,False,False
2024-04-09 20:00:00,20:00:00,1414.0,897.0,318.0,199.0,False,False,False,False,False,True,False,False
2024-04-09 21:00:00,21:00:00,940.0,369.0,373.0,198.0,False,False,False,False,False,True,False,False
2024-04-09 22:00:00,22:00:00,754.0,344.0,211.0,199.0,False,False,False,False,False,True,False,False
2024-04-09 23:00:00,23:00:00,867.0,352.0,316.0,199.0,False,False,False,False,False,True,False,False
2024-04-10 00:00:00,00:00:00,1497.0,1036.0,258.0,203.0,False,False,False,False,False,False,True,False
2024-04-10 01:00:00,01:00:00,1408.0,998.0,208.0,202.0,False,False,False,False,False,False,True,False
2024-04-10 02:00:00,02:00:00,1011.0,492.0,318.0,201.0,False,False,False,False,False,False,True,False
2024-04-10 03:00:00,03:00:00,983.0,522.0,260.0,201.0,False,False,False,False,False,False,True,False
2024-04-10 04:00:00,04:00:00,1088.0,659.0,227.0,202.0,False,False,False,False,False,False,True,False
2024-04-10 05:00:00,05:00:00,1441.0,836.0,403.0,202.0,False,False,False,False,False,False,True,False
2024-04-10 06:00:00,06:00:00,1235.0,750.0,325.0,160.0,False,False,False,False,False,False,True,False
2024-04-10 07:00:00,07:00:00,998.0,674.0,193.0,131.0,False,False,False,False,False,False,True,False
2024-04-10 08:00:00,08:00:00,662.0,353.0,186.0,123.0,False,False,False,False,False,False,True,False
2024-04-10 09:00:00,09:00:00,1312.0,957.0,235.0,120.0,False,False,False,False,False,False,True,False
2024-04-10 10:00:00,10:00:00,1342.0,701.0,481.0,160.0,False,False,False,False,False,False,True,False
2024-04-10 11:00:00,11:00:00,3259.0,2591.0,508.0,160.0,False,False,False,False,False,False,True,False
2024-04-10 12:00:00,12:00:00,3309.0,2583.0,557.0,169.0,False,False,False,False,False,False,True,False
2024-04-10 13:00:00,13:00:00,1776.0,657.0,597.0,522.0,False,False,False,False,False,False,True,False
2024-04-10 14:00:00,14:00:00,2489.0,654.0,1281.0,554.0,False,False,False,False,False,False,True,False
2024-04-10 15:00:00,15:00:00,2336.0,622.0,1166.0,548.0,False,False,False,False,False,False,True,False
2024-04-10 16:00:00,16:00:00,1502.0,1134.0,263.0,105.0,False,False,False,False,False,False,True,False
2024-04-10 17:00:00,17:00:00,1147.0,740.0,303.0,104.0,False,False,False,False,False,False,True,False
2024-04-10 18:00:00,18:00:00,1050.0,723.0,194.0,133.0,False,False,False,False,False,False,True,False
2024-04-10 19:00:00,19:00:00,765.0,298.0,285.0,182.0,False,False,False,False,False,False,True,False
2024-04-10 20:00:00,20:00:00,852.0,354.0,315.0,183.0,False,False,False,False,False,False,True,False
2024-04-10 21:00:00,21:00:00,943.0,314.0,446.0,183.0,False,False,False,False,False,False,True,False
2024-04-10 22:00:00,22:00:00,1214.0,813.0,214.0,187.0,False,False,False,False,False,False,True,False
2024-04-10 23:00:00,23:00:00,1203.0,809.0,209.0,185.0,False,False,False,False,False,False,True,False
2024-04-11 00:00:00,00:00:00,1577.0,1071.0,320.0,186.0,False,False,False,False,True,False,False,True
2024-04-11 01:00:00,01:00:00,822.0,401.0,234.0,187.0,False,False,False,False,True,False,False,True
2024-04-11 02:00:00,02:00:00,1014.0,589.0,238.0,187.0,False,False,False,False,True,False,False,True
2024-04-11 03:00:00,03:00:00,811.0,413.0,210.0,188.0,False,False,False,False,True,False,False,True
2024-04-11 04:00:00,04:00:00,1684.0,1159.0,337.0,188.0,False,False,False,False,True,False,False,True
2024-04-11 05:00:00,05:00:00,1204.0,797.0,218.0,189.0,False,False,False,False,True,False,False,True
2024-04-11 06:00:00,06:00:00,663.0,308.0,211.0,144.0,False,False,False,False,True,False,False,True
2024-04-11 07:00:00,07:00:00,638.0,333.0,192.0,113.0,False,False,False,False,True,False,False,True
2024-04-11 08:00:00,08:00:00,594.0,297.0,193.0,104.0,False,False,False,False,True,False,False,True
2024-04-11 09:00:00,09:00:00,865.0,556.0,205.0,104.0,False,False,False,False,True,False,False,True
2024-04-11 10:00:00,10:00:00,1027.0,723.0,197.0,107.0,False,False,False,False,True,False,False,True
2024-04-11 11:00:00,11:00:00,1132.0,832.0,194.0,106.0,False,False,False,False,True,False,False,True
2024-04-11 12:00:00,12:00:00,700.0,252.0,342.0,106.0,False,False,False,False,True,False,False,True
2024-04-11 13:00:00,13:00:00,634.0,418.0,110.0,106.0,False,False,False,False,True,False,False,True
2024-04-11 14:00:00,14:00:00,1123.0,681.0,339.0,103.0,False,False,False,False,True,False,False,True
2024-04-11 15:00:00,15:00:00,1303.0,1000.0,199.0,104.0,False,False,False,False,True,False,False,True
2024-04-11 16:00:00,16:00:00,1654.0,1089.0,435.0,130.0,False,False,False,False,True,False,False,True
2024-04-11 17:00:00,17:00:00,1159.0,761.0,251.0,147.0,False,False,False,False,True,False,False,True
2024-04-11 18:00:00,18:00:00,1605.0,1085.0,337.0,183.0,False,False,False,False,True,False,False,True
2024-04-11 19:00:00,19:00:00,1253.0,867.0,195.0,191.0,False,False,False,False,True,False,False,True
2024-04-11 20:00:00,20:00:00,807.0,396.0,220.0,191.0,False,False,False,False,True,False,False,True
2024-04-11 21:00:00,21:00:00,1003.0,513.0,300.0,190.0,False,False,False,False,True,False,False,True
2024-04-11 22:00:00,22:00:00,1205.0,552.0,461.0,192.0,False,False,False,False,True,False,False,True
2024-04-11 23:00:00,23:00:00,1408.0,997.0,219.0,192.0,False,False,False,False,True,False,False,True
2024-04-12 00:00:00,00:00:00,1428.0,912.0,320.0,196.0,True,False,False,False,False,False,False,False
2024-04-12 01:00:00,01:00:00,973.0,568.0,211.0,194.0,True,False,False,False,False,False,False,False
2024-04-12 02:00:00,02:00:00,916.0,403.0,319.0,194.0,True,False,False,False,False,False,False,False
2024-04-12 03:00:00,03:00:00,810.0,407.0,209.0,194.0,True,False,False,False,False,False,False,False
2024-04-12 04:00:00,04:00:00,1538.0,1089.0,254.0,195.0,True,False,False,False,False,False,False,False
2024-04-12 05:00:00,05:00:00,1690.0,1254.0,241.0,195.0,True,False,False,False,False,False,False,False
2024-04-12 06:00:00,06:00:00,908.0,466.0,297.0,145.0,True,False,False,False,False,False,False,False
2024-04-12 07:00:00,07:00:00,716.0,347.0,252.0,117.0,True,False,False,False,False,False,False,False
2024-04-12 08:00:00,08:00:00,914.0,495.0,312.0,107.0,True,False,False,False,False,False,False,False
2024-04-12 09:00:00,09:00:00,1284.0,919.0,259.0,106.0,True,False,False,False,False,False,False,False
2024-04-12 10:00:00,10:00:00,1899.0,1119.0,375.0,405.0,True,False,False,False,False,False,False,False
2024-04-12 11:00:00,11:00:00,1339.0,512.0,401.0,426.0,True,False,False,False,False,False,False,False
2024-04-12 12:00:00,12:00:00,1596.0,865.0,318.0,413.0,True,False,False,False,False,False,False,False
2024-04-12 13:00:00,13:00:00,4979.0,3905.0,909.0,165.0,True,False,False,False,False,False,False,False
2024-04-12 14:00:00,14:00:00,2572.0,1155.0,879.0,538.0,True,False,False,False,False,False,False,False
2024-04-12 15:00:00,15:00:00,1894.0,1057.0,316.0,521.0,True,False,False,False,False,False,False,False
2024-04-12 16:00:00,16:00:00,669.0,360.0,202.0,107.0,True,False,False,False,False,False,False,False
2024-04-12 17:00:00,17:00:00,842.0,460.0,269.0,113.0,True,False,False,False,False,False,False,False
2024-04-12 18:00:00,18:00:00,761.0,433.0,193.0,135.0,True,False,False,False,False,False,False,False
2024-04-12 19:00:00,19:00:00,1402.0,874.0,341.0,187.0,True,False,False,False,False,False,False,False
2024-04-12 20:00:00,20:00:00,1295.0,911.0,195.0,189.0,True,False,False,False,False,False,False,False
2024-04-12 21:00:00,21:00:00,1180.0,794.0,197.0,189.0,True,False,False,False,False,False,False,False
2024-04-12 22:00:00,22:00:00,967.0,471.0,306.0,190.0,True,False,False,False,False,False,False,False
2024-04-12 23:00:00,23:00:00,775.0,334.0,247.0,194.0,True,False,False,False,False,False,False,False
2024-04-13 00:00:00,00:00:00,736.0,345.0,206.0,185.0,False,False,True,False,False,False,False,True
2024-04-13 01:00:00,01:00:00,1636.0,1089.0,361.0,186.0,False,False,True,False,False,False,False,True
2024-04-13 02:00:00,02:00:00,1367.0,962.0,219.0,186.0,False,False,True,False,False,False,False,True
2024-04-13 03:00:00,03:00:00,859.0,342.0,330.0,187.0,False,False,True,False,False,False,False,True
2024-04-13 04:00:00,04:00:00,749.0,351.0,211.0,187.0,False,False,True,False,False,False,False,True
2024-04-13 05:00:00,05:00:00,993.0,498.0,311.0,184.0,False,False,True,False,False,False,False,True
2024-04-13 06:00:00,06:00:00,1340.0,950.0,242.0,148.0,False,False,True,False,False,False,False,True
2024-04-13 07:00:00,07:00:00,1416.0,901.0,401.0,114.0,False,False,True,False,False,False,False,True
2024-04-13 08:00:00,08:00:00,624.0,301.0,218.0,105.0,False,False,True,False,False,False,False,True
2024-04-13 09:00:00,09:00:00,915.0,524.0,286.0,105.0,False,False,True,False,False,False,False,True
2024-04-13 10:00:00,10:00:00,765.0,467.0,192.0,106.0,False,False,True,False,False,False,False,True
2024-04-13 11:00:00,11:00:00,1400.0,1086.0,207.0,107.0,False,False,True,False,False,False,False,True
2024-04-13 12:00:00,12:00:00,1408.0,1000.0,301.0,107.0,False,False,True,False,False,False,False,True
2024-04-13 13:00:00,13:00:00,761.0,321.0,333.0,107.0,False,False,True,False,False,False,False,True
2024-04-13 14:00:00,14:00:00,784.0,369.0,310.0,105.0,False,False,True,False,False,False,False,True
2024-04-13 15:00:00,15:00:00,676.0,314.0,256.0,106.0,False,False,True,False,False,False,False,True
2024-04-13 16:00:00,16:00:00,1262.0,960.0,196.0,106.0,False,False,True,False,False,False,False,True
2024-04-13 17:00:00,17:00:00,1124.0,727.0,289.0,108.0,False,False,True,False,False,False,False,True
2024-04-13 18:00:00,18:00:00,775.0,333.0,307.0,135.0,False,False,True,False,False,False,False,True
2024-04-13 19:00:00,19:00:00,920.0,455.0,283.0,182.0,False,False,True,False,False,False,False,True
2024-04-13 20:00:00,20:00:00,710.0,328.0,197.0,185.0,False,False,True,False,False,False,False,True
2024-04-13 21:00:00,21:00:00,1382.0,898.0,298.0,186.0,False,False,True,False,False,False,False,True
2024-04-13 22:00:00,22:00:00,1245.0,861.0,199.0,185.0,False,False,True,False,False,False,False,True
2024-04-13 23:00:00,23:00:00,1563.0,1159.0,219.0,185.0,False,False,True,False,False,False,False,True
2024-04-14 00:00:00,00:00:00,1010.0,513.0,310.0,187.0,False,False,False,True,False,False,False,False
2024-04-14 01:00:00,01:00:00,866.0,457.0,221.0,188.0,False,False,False,True,False,False,False,False
2024-04-14 02:00:00,02:00:00,941.0,543.0,211.0,187.0,False,False,False,True,False,False,False,False
2024-04-14 03:00:00,03:00:00,1401.0,885.0,327.0,189.0,False,False,False,True,False,False,False,False
2024-04-14 04:00:00,04:00:00,1279.0,886.0,206.0,187.0,False,False,False,True,False,False,False,False
2024-04-14 05:00:00,05:00:00,904.0,406.0,311.0,187.0,False,False,False,True,False,False,False,False
2024-04-14 06:00:00,06:00:00,820.0,451.0,226.0,143.0,False,False,False,True,False,False,False,False
2024-04-14 07:00:00,07:00:00,759.0,357.0,287.0,115.0,False,False,False,True,False,False,False,False
2024-04-14 08:00:00,08:00:00,1122.0,831.0,184.0,107.0,False,False,False,True,False,False,False,False
2024-04-14 09:00:00,09:00:00,1822.0,946.0,772.0,104.0,False,False,False,True,False,False,False,False
2024-04-14 10:00:00,10:00:00,1372.0,569.0,441.0,362.0,False,False,False,True,False,False,False,False
2024-04-14 11:00:00,11:00:00,1471.0,769.0,339.0,363.0,False,False,False,True,False,False,False,False
2024-04-14 12:00:00,12:00:00,1298.0,1004.0,189.0,105.0,False,False,False,True,False,False,False,False
2024-04-14 13:00:00,13:00:00,1785.0,1164.0,256.0,365.0,False,False,False,True,False,False,False,False
2024-04-14 14:00:00,14:00:00,1244.0,864.0,237.0,143.0,False,False,False,True,False,False,False,False
2024-04-14 15:00:00,15:00:00,1805.0,276.0,1375.0,154.0,False,False,False,True,False,False,False,False
2024-04-14 16:00:00,16:00:00,1111.0,446.0,559.0,106.0,False,False,False,True,False,False,False,False
2024-04-14 17:00:00,17:00:00,604.0,290.0,198.0,116.0,False,False,False,True,False,False,False,False
2024-04-14 18:00:00,18:00:00,1101.0,761.0,206.0,134.0,False,False,False,True,False,False,False,False
2024-04-14 19:00:00,19:00:00,1421.0,780.0,459.0,182.0,False,False,False,True,False,False,False,False
2024-04-14 20:00:00,20:00:00,730.0,252.0,294.0,184.0,False,False,False,True,False,False,False,False
