,Power
6777,1216
6778,2323
6779,1955
6780,1191
6781,1997
6782,1634
6783,2491
6784,1100
6785,1199
6786,1102
6787,973
6788,682
6789,471
6790,1041
6791,1023
6792,723
6793,628
6794,1253
6795,1153
6796,706
6797,525
6798,988
6799,1012
6800,293
6801,1756
6802,3930
6803,1051
6804,74
6805,4760
6806,-830
6807,1073
6808,400
6809,956
6810,1492
6811,554
6812,1000
6813,782
6814,1513
6815,1234
6816,563
6817,851
6818,1540
6819,850
6820,1095
6821,926
6822,1044
6823,623
6824,1260
6825,1242
6826,3860
6827,3181
6828,1912
6829,1028
6830,1418
6831,1772
6832,247
6833,1280
6834,614
6835,979
6836,777
6837,931
6838,630
6839,577
6840,618
6841,745
6842,587
6843,1109
6844,1074
6845,922
6846,950
6847,894
6848,549
6849,1532
6850,3165
6851,-455
6852,3227
6853,44
6854,1407
6855,705
6856,420
6857,1448
6858,626
6859,925
6860,718
6861,984
6862,946
6863,758
6864,1101
6865,480
6866,2059
6867,844
6868,807
6869,828
6870,852
6871,905
6872,907
6873,1432
6874,1570
6875,1879
6876,1336
6877,1369
6878,190
6879,1015
6880,661
6881,740
6882,829
6883,1010
6884,745
6885,650
6886,715
6887,989
6888,912
6889,1082
6890,1434
6891,1489
6892,1447
6893,912
6894,1010
6895,836
6896,1036
6897,1515
6898,370
6899,2648
6900,1507
6901,2607
6902,3080
6903,1577
6904,2175
6905,534
6906,507
6907,1213
6908,1290
6909,1190
6910,931
6911,904
6912,1082
6913,524
6914,936
6915,1174
6916,911
6917,1182
6918,477
6919,778
6920,1025
6921,1505
6922,1106
6923,1025
6924,3042
6925,3317
6926,861
6927,1024
6928,1238
6929,380
6930,545
6931,1196
6932,933
6933,918
6934,644
6935,905
6936,1256
6937,1077
6938,1309
6939,706
6940,762
6941,1076
6942,813
6943,1084
6944,882
6945,1052
6946,1116
6947,1978
6948,2600
6949,3103
6950,1600
6951,1704
6952,1348
6953,848
6954,1238
6955,1112
6956,624
6957,1155
6958,865
6959,993
6960,807
6961,609
6962,980
6963,779
6964,174
6965,568
6966,1102
6967,1077
6968,868
6969,418
6970,2739
6971,-555
6972,22
6973,2645
6974,-895
6975,959
6976,417
6977,946
6978,839
6979,545
6980,666
6981,1301
6982,468
6983,1346
6984,826
6985,862
6986,707
6987,1449
6988,753
6989,686
6990,968
6991,784
6992,1238
6993,1570
6994,2273
6995,1866
6996,1778
6997,1452
6998,3310
6999,1905
7000,797
7001,811
7002,1277
7003,1086
7004,597
7005,680
7006,1328
7007,543
7008,1128
7009,1089
7010,578
7011,246
7012,1362
7013,1101
7014,888
7015,425
7016,1222
7017,988
7018,2111
7019,3236
7020,2991
7021,2532
7022,-336
7023,543
7024,621
7025,245
7026,1011
7027,1036
7028,895
7029,1199
7030,585
7031,814
7032,1096
7033,1012
7034,900
7035,1242
7036,710
7037,793
7038,1205
7039,907
7040,298
7041,1312
7042,149
7043,690
7044,1592
7045,2357
7046,2434
7047,1112
7048,321
7049,824
7050,1046
7051,1164
7052,944
7053,486
7054,1230
7055,458
7056,629
7057,1172
7058,994
7059,1094
7060,1470
7061,782
7062,818
7063,949
7064,1194
7065,1912
7066,1094
7067,143
7068,3660
7069,729
7070,282
7071,1773
7072,182
7073,810
7074,1022
7075,1066
7076,1105
7077,218
7078,536
7079,938
7080,296
7081,1003
7082,822
7083,426
7084,1540
7085,974
7086,955
7087,1041
7088,596
7089,1561
7090,1712
7091,-244
7092,1461
7093,2238
7094,2334
7095,2197
7096,1502
7097,933
7098,905
7099,1166
7100,845
7101,657
7102,1018
7103,858
7104,1527
7105,1285
7106,665
7107,1562
7108,776
7109,1244
7110,1078
7111,848
7112,550
7113,1572
7114,2757
7115,695
7116,2844
7117,980
7118,1391
7119,3055
7120,1046
7121,896
7122,1229
7123,547
7124,344
7125,704
7126,1503
7127,1295
7128,808
7129,1317
7130,1122
7131,1469
7132,1683
7133,1344
7134,851
7135,604
7136,838
7137,2216
7138,3801
7139,1347
7140,2006
7141,996
7142,2999
7143,1276
7144,681
7145,1361
7146,560
7147,898
7148,495
7149,964
7150,381
7151,831
7152,838
7153,817
7154,993
7155,269
7156,1233
7157,898
7158,904
7159,1156
7160,1003
7161,1999
7162,1646
7163,4260
7164,2899
7165,1106
7166,1882
7167,2178
7168,1424
7169,1080
7170,739
7171,719
7172,619
7173,1041
7174,915
7175,467
7176,1010
7177,853
7178,686
7179,1133
7180,954
7181,694
7182,1003
7183,1248
7184,351
7185,2171
7186,1008
7187,2648
7188,1473
7189,784
7190,1398
7191,3588
7192,1294
7193,291
7194,440
7195,815
7196,1088
7197,434
7198,1132
7199,1332
7200,895
7201,932
7202,1102
7203,948
7204,1157
7205,770
7206,994
7207,843
7208,1325
7209,820
7210,1004
7211,-306
7212,179
7213,2394
7214,2236
7215,1082
7216,1026
7217,1843
7218,658
7219,776
7220,1056
7221,1024
7222,949
7223,626
7224,1079
7225,956
7226,1120
7227,1204
7228,955
7229,777
7230,622
7231,693
7232,1085
7233,1241
7234,2982
7235,1949
7236,165
7237,2096
7238,2916
7239,641
7240,551
7241,1649
7242,854
7243,1249
7244,629
7245,1089
7246,1493
7247,1023
7248,1268
7249,956
7250,930
7251,669
7252,942
7253,959
7254,804
7255,558
7256,1392
7257,1368
7258,1090
7259,3191
7260,1680
7261,3943
7262,2004
7263,2618
7264,1094
7265,1229
7266,928
7267,1659
7268,1109
7269,747
7270,1382
7271,619
7272,1127
7273,1002
7274,817
7275,1465
7276,1145
7277,1106
7278,914
7279,531
7280,885
7281,1233
7282,2677
7283,1557
7284,1816
7285,466
7286,3287
7287,767
7288,1353
7289,1150
7290,87
7291,853
7292,911
7293,853
7294,391
7295,1434
7296,498
7297,1465
7298,1682
7299,916
7300,1243
7301,1242
7302,938
7303,1039
7304,290
7305,943
7306,917
7307,-88
7308,2145
7309,3063
7310,2115
7311,1957
7312,1498
7313,561
7314,818
7315,1088
7316,1271
7317,1284
7318,791
7319,1287
7320,605
7321,834
7322,1438
7323,1221
7324,1243
7325,689
7326,836
7327,827
7328,790
7329,947
7330,783
7331,-721
7332,3947
7333,2514
7334,254
7335,-949
7336,1130
7337,1039
7338,988
7339,1181
7340,1489
7341,1167
7342,809
7343,899
7344,1510
7345,1388
7346,1498
7347,608
7348,960
7349,670
7350,759
7351,1114
7352,1312
7353,1109
7354,369
7355,606
7356,2378
7357,1415
7358,2416
7359,-1035
7360,1454
7361,1066
7362,859
7363,456
7364,952
7365,1019
7366,492
7367,811
7368,1059
7369,803
7370,1427
7371,519
7372,1144
7373,929
7374,988
7375,901
7376,1602
7377,963
7378,-448
7379,4911
7380,1909
7381,4005
7382,2030
7383,641
7384,503
7385,538
7386,697
7387,986
7388,898
7389,821
7390,1017
7391,1101
7392,1235
7393,1090
7394,1340
7395,855
7396,1036
7397,1334
7398,986
7399,771
7400,856
7401,1654
7402,2067
7403,2798
7404,674
7405,1368
7406,704
7407,413
7408,374
7409,987
7410,1028
7411,564
7412,1097
7413,970
7414,678
7415,996
7416,453
7417,777
7418,1406
7419,704
7420,850
7421,1352
7422,1012
7423,1277
7424,1181
7425,1161
7426,4983
7427,2866
7428,-391
7429,872
7430,621
7431,-40
7432,369
7433,1421
7434,686
7435,1324
7436,1129
7437,1347
7438,496
7439,1150
7440,791
7441,1121
7442,1474
7443,923
7444,915
7445,524
7446,222
7447,697
7448,1577
7449,1048
7450,2431
7451,3586
7452,3562
7453,-1127
7454,2221
7455,1415
7456,801
7457,817
7458,900
7459,1338
7460,1305
7461,602
7462,714
7463,875
7464,1023
7465,507
7466,651
7467,797
7468,988
7469,1068
7470,894
7471,525
7472,755
7473,1263
7474,2534
7475,5920
7476,3766
7477,3125
7478,383
7479,933
7480,234
7481,876
7482,1112
7483,1187
7484,770
7485,1117
7486,1307
7487,935
7488,812
7489,314
7490,492
7491,326
7492,989
7493,636
7494,1159
7495,660
7496,983
7497,1445
7498,2285
7499,2409
7500,4119
7501,2906
7502,1970
7503,1445
7504,215
7505,908
7506,766
7507,944
7508,1131
7509,842
7510,1347
7511,1077
7512,993
7513,1325
7514,824
7515,712
7516,926
7517,494
7518,711
7519,733
7520,706
7521,1833
7522,972
7523,1234
7524,2905
7525,1600
7526,1064
7527,1679
7528,1145
7529,1154
7530,712
7531,1146
7532,578
7533,866
7534,583
7535,962
7536,604
7537,923
7538,795
7539,1026
7540,875
7541,687
7542,1038
7543,787
7544,1185
7545,1226
7546,2363
7547,2379
7548,957
7549,2780
7550,1674
7551,2638
7552,986
7553,1061
7554,994
7555,815
7556,761
7557,760
7558,1277
7559,1233
7560,1051
7561,672
7562,665
7563,818
7564,106
7565,1041
7566,816
7567,1523
7568,1477
7569,441
7570,2861
7571,2426
7572,3800
7573,2059
7574,691
7575,204
7576,1626
7577,843
7578,854
7579,791
7580,349
7581,1063
7582,1093
7583,1130
7584,773
7585,819
7586,988
7587,1114
7588,969
7589,709
7590,1179
7591,499
7592,498
7593,891
7594,4161
7595,2113
7596,1323
7597,1541
7598,1458
7599,1988
7600,1717
7601,660
7602,687
7603,466
7604,920
7605,1045
7606,1139
7607,1021
7608,941
7609,737
7610,1153
7611,389
7612,557
7613,449
7614,1155
7615,826
7616,455
7617,1606
7618,1234
7619,3463
7620,2302
7621,769
7622,2266
7623,2140
7624,1069
7625,1149
7626,1386
7627,377
7628,598
7629,905
7630,995
7631,1501
7632,1091
7633,649
7634,975
7635,1207
7636,1277
7637,968
7638,1108
7639,809
7640,830
7641,1596
7642,1330
7643,3948
7644,1600
7645,1122
7646,2665
7647,2195
7648,888
7649,1611
7650,999
7651,590
7652,643
7653,1017
7654,1129
7655,1057
7656,1433
7657,1110
7658,804
7659,1185
7660,813
7661,1260
7662,698
7663,957
7664,898
7665,1187
7666,1721
7667,1822
7668,2360
7669,324
7670,2052
7671,2945
7672,1257
7673,1093
7674,789
7675,833
7676,1351
7677,842
7678,1347
7679,945
7680,381
7681,760
7682,1032
7683,979
7684,866
7685,841
7686,569
7687,606
7688,261
7689,-436
7690,3502
7691,1374
7692,1700
7693,1574
7694,4146
7695,806
7696,1373
7697,635
7698,777
7699,758
7700,1118
7701,517
7702,825
7703,1437
7704,1373
7705,545
7706,1102
7707,1136
7708,1488
7709,1286
7710,956
7711,1197
7712,39
7713,637
7714,1254
7715,1082
7716,2731
7717,3803
7718,643
7719,514
7720,1270
7721,138
7722,548
7723,1217
7724,310
7725,921
7726,1119
7727,679
7728,855
7729,801
7730,1371
7731,762
7732,1407
7733,1182
7734,734
7735,1137
7736,748
7737,603
7738,1571
7739,-254
7740,3668
7741,76
7742,306
7743,2173
7744,901
7745,1546
7746,580
7747,545
7748,675
7749,513
7750,915
7751,1114
7752,1631
7753,1155
7754,892
7755,1316
7756,1117
7757,1259
7758,900
7759,909
7760,891
7761,854
7762,3711
7763,2347
7764,2329
7765,754
7766,2429
7767,-93
7768,1362
7769,311
7770,1796
7771,784
7772,988
7773,1001
7774,1164
7775,509
7776,863
7777,1211
7778,949
7779,656
7780,1165
7781,768
7782,635
7783,924
7784,731
7785,1024
7786,1975
7787,2544
7788,1201
7789,1266
7790,1298
7791,1216
7792,716
7793,868
7794,441
7795,1108
7796,666
7797,632
7798,681
7799,1081
7800,764
7801,541
7802,1117
7803,671
7804,578
7805,743
7806,1170
7807,1308
7808,1201
7809,1178
7810,-53
7811,3073
7812,2709
7813,1388
7814,1609
7815,1262
7816,973
7817,913
7818,660
7819,1105
7820,835
7821,1019
7822,815
7823,1145
7824,283
7825,1536
7826,323
7827,994
7828,1008
7829,1496
7830,612
7831,1012
7832,272
7833,615
7834,1124
7835,2169
7836,-2553
7837,269
7838,609
7839,2209
7840,1012
7841,1368
7842,266
7843,1013
7844,952
7845,1125
7846,999
7847,662
7848,666
7849,933
7850,424
7851,805
7852,1220
7853,463
7854,990
7855,291
7856,1213
7857,1775
7858,989
7859,3379
7860,710
7861,2159
7862,2371
7863,3075
7864,1303
7865,1042
7866,585
7867,1351
7868,1480
7869,930
7870,1198
7871,543
7872,1444
7873,1169
7874,958
7875,500
7876,1836
7877,1049
7878,760
7879,572
7880,682
7881,1563
7882,833
7883,751
7884,2373
7885,1055
7886,1348
7887,31
7888,1249
7889,962
7890,1410
7891,879
7892,664
7893,924
7894,1077
7895,1269
7896,1416
7897,861
7898,1108
7899,930
7900,635
7901,1491
7902,1179
7903,515
7904,1345
7905,1246
7906,1702
7907,1846
7908,4053
7909,413
7910,1468
7911,1893
7912,259
7913,1098
7914,1130
7915,830
7916,813
7917,773
7918,629
7919,716
7920,1273
7921,589
7922,1090
7923,776
7924,729
7925,1091
7926,887
7927,607
7928,551
7929,1110
7930,1768
7931,2857
7932,1163
7933,1533
7934,2030
7935,1038
7936,1394
7937,1470
7938,516
7939,332
7940,572
7941,664
7942,1253
7943,1545
7944,891
7945,524
7946,565
7947,1288
7948,1183
7949,1478
7950,897
7951,473
7952,662
7953,1482
7954,723
7955,3027
7956,3698
7957,3002
7958,2747
7959,3892
7960,791
7961,1443
7962,596
7963,1111
7964,843
7965,1022
7966,1007
7967,1520
7968,1001
7969,1361
7970,714
7971,1352
7972,508
7973,888
7974,733
7975,742
7976,1407
7977,893
7978,3162
7979,1212
7980,1424
7981,3055
7982,2422
7983,-455
7984,1210
7985,1030
7986,229
7987,1013
7988,600
7989,1140
7990,791
7991,1080
7992,875
7993,1082
7994,1039
7995,761
7996,1435
7997,1000
7998,994
7999,1122
8000,1370
8001,570
8002,915
8003,164
8004,2105
8005,1043
8006,1436
8007,640
8008,559
8009,945
8010,1303
8011,1182
8012,1034
8013,789
8014,909
8015,823
8016,829
8017,1082
8018,699
8019,1265
8020,1026
8021,1715
8022,570
8023,757
8024,725
8025,1297
8026,516
8027,3903
8028,4038
8029,1798
8030,3479
8031,971
8032,75
8033,1631
8034,1073
8035,980
8036,755
8037,1281
8038,1332
8039,1172
8040,1117
8041,1550
8042,960
8043,990
8044,960
8045,1090
8046,808
8047,753
8048,1381
8049,933
8050,2806
8051,642
8052,3901
8053,1316
8054,1675
8055,1134
8056,1069
8057,1309
8058,608
8059,940
8060,1004
8061,1390
8062,494
8063,1046
8064,921
8065,1250
8066,1337
8067,874
8068,1236
8069,939
8070,980
8071,585
8072,586
8073,1003
8074,1286
8075,1693
8076,1705
8077,751
8078,2490
8079,2207
8080,984
8081,726
8082,740
8083,1109
8084,900
8085,870
8086,1139
8087,791
8088,1199
8089,1092
8090,688
8091,2275
8092,1243
8093,969
8094,860
8095,1211
8096,811
8097,955
8098,3934
8099,265
8100,4142
8101,3278
8102,1924
8103,2520
8104,1437
8105,1209
8106,771
8107,731
8108,1271
8109,959
8110,1002
8111,1226
8112,983
8113,933
8114,1207
8115,849
8116,713
8117,1340
8118,878
8119,997
8120,812
8121,1220
8122,1020
8123,3554
8124,2395
8125,2406
8126,3404
8127,1104
8128,80
8129,1172
8130,713
8131,922
8132,709
8133,467
8134,998
8135,501
8136,1062
8137,1232
8138,974
8139,1268
8140,1337
8141,1857
8142,1059
8143,703
8144,1141
8145,878
8146,2197
8147,1024
8148,3422
8149,2162
8150,-425
8151,1963
8152,1348
8153,22
8154,1329
8155,879
8156,1117
8157,197
8158,948
8159,1382
8160,883
8161,1079
8162,1079
8163,824
8164,1309
8165,972
8166,911
8167,901
8168,957
8169,1656
8170,3058
8171,3945
8172,4000
8173,1840
8174,-221
8175,1469
8176,927
8177,1174
8178,1152
8179,723
8180,1291
8181,604
8182,530
8183,824
8184,735
8185,1159
8186,717
8187,938
8188,1199
8189,1233
8190,920
8191,1085
8192,1161
8193,1613
8194,2469
8195,-5
8196,1977
8197,-393
8198,1206
8199,659
8200,642
8201,1016
8202,780
8203,905
8204,570
8205,1000
8206,1166
8207,919
8208,1102
8209,1274
8210,604
8211,898
8212,813
8213,514
8214,1343
8215,765
8216,1050
8217,1709
8218,3651
8219,1518
8220,3393
8221,1756
8222,3590
8223,2061
8224,1253
8225,740
8226,292
8227,772
8228,1149
8229,722
8230,795
8231,455
8232,1461
8233,766
8234,1260
8235,1143
8236,884
8237,707
8238,1169
8239,1130
8240,698
8241,1280
8242,3003
8243,1654
8244,664
8245,-48
8246,897
8247,1349
8248,1286
8249,740
8250,399
8251,863
8252,1435
8253,956
8254,1037
8255,782
8256,634
8257,1252
8258,1276
8259,1240
8260,498
8261,593
8262,922
8263,771
8264,876
8265,1492
8266,1770
8267,481
8268,1042
8269,2631
8270,1759
8271,1714
8272,520
8273,746
8274,359
8275,1182
8276,775
8277,1357
8278,737
8279,1017
8280,1340
8281,865
8282,729
8283,630
8284,984
8285,1014
8286,1210
8287,677
8288,393
8289,979
8290,1062
8291,2934
8292,2728
8293,2132
8294,4216
8295,-887
8296,747
8297,1591
8298,1203
8299,1396
8300,1554
8301,739
8302,898
8303,868
8304,787
8305,699
8306,1419
8307,1173
8308,1093
8309,1498
8310,1222
8311,1287
8312,1255
8313,1393
8314,3155
8315,2700
8316,3221
8317,1681
8318,2923
8319,2770
8320,401
8321,703
8322,554
8323,744
8324,1193
8325,1471
8326,918
8327,1025
8328,1183
8329,754
8330,596
8331,997
8332,1224
8333,1369
8334,703
8335,1248
8336,896
8337,1052
8338,2835
8339,4894
8340,3247
8341,1417
8342,2412
8343,1928
8344,1511
8345,1270
8346,984
8347,882
8348,718
8349,749
8350,725
8351,1306
8352,1063
8353,1298
8354,1442
8355,6
8356,1018
8357,1144
8358,1078
8359,970
8360,821
8361,873
8362,772
8363,2348
8364,411
8365,1780
8366,755
8367,1013
8368,29
8369,889
8370,853
8371,1157
8372,536
8373,735
8374,742
8375,1041
8376,1190
8377,1081
8378,131
8379,958
8380,1100
8381,900
8382,837
8383,630
8384,496
8385,1429
8386,1049
8387,-89
8388,2368
8389,4768
8390,2472
8391,953
8392,49
8393,725
8394,810
8395,1607
8396,1037
8397,1069
8398,1366
8399,1175
8400,719
8401,1317
8402,1275
8403,827
8404,569
8405,1226
8406,699
8407,746
8408,1528
8409,1501
8410,229
8411,1116
8412,862
8413,-1732
8414,1740
8415,497
8416,1710
8417,660
8418,881
8419,619
8420,1333
8421,1246
8422,1234
8423,487
8424,691
8425,1093
8426,906
8427,696
8428,1256
8429,869
8430,928
8431,1180
8432,508
8433,1174
8434,2513
8435,3538
8436,3801
8437,2836
8438,1545
8439,1770
8440,614
8441,983
8442,1212
8443,656
8444,947
8445,1447
8446,563
8447,659
8448,1266
8449,1162
8450,1293
8451,544
8452,1246
8453,863
8454,777
8455,681
8456,617
8457,831
8458,5403
8459,2826
8460,3015
8461,5255
8462,1759
8463,782
8464,1142
8465,755
8466,972
8467,908
8468,921
8469,658
8470,1025
8471,844
8472,998
8473,1396
8474,339
8475,1191
8476,1398
8477,598
8478,823
8479,311
8480,1505
8481,834
8482,2587
8483,729
8484,1000
8485,3143
8486,1468
8487,845
8488,908
8489,1060
8490,1049
8491,1519
8492,1032
8493,529
8494,999
8495,640
8496,1741
8497,698
8498,849
8499,772
8500,548
8501,1390
8502,1204
8503,1205
8504,438
8505,749
8506,1829
8507,1854
8508,-195
8509,484
8510,1487
8511,2550
8512,1569
8513,1449
8514,214
8515,977
8516,1364
8517,928
8518,1118
8519,1053
8520,942
8521,575
8522,1740
8523,935
8524,635
8525,622
8526,731
8527,443
8528,1120
8529,530
8530,2938
8531,2586
8532,4003
8533,1138
8534,2271
8535,2166
8536,966
8537,1503
8538,914
8539,1462
8540,1520
8541,697
8542,694
8543,697
8544,1075
8545,723
8546,715
8547,113
8548,1423
8549,803
8550,1018
8551,61
8552,1125
8553,1783
8554,236
8555,2781
8556,-626
8557,1792
8558,2673
8559,1050
8560,1058
8561,1069
8562,918
8563,647
8564,1553
8565,453
8566,1198
8567,1153
8568,990
8569,981
8570,1016
8571,887
8572,1098
8573,775
8574,891
8575,910
8576,607
8577,1606
8578,2226
8579,558
8580,680
8581,2029
8582,3612
8583,1258
8584,1525
8585,837
8586,1133
8587,930
8588,643
8589,833
8590,1464
8591,770
8592,1416
8593,1198
8594,490
8595,918
8596,1329
8597,876
8598,1465
8599,953
8600,1161
8601,409
8602,3392
8603,3351
8604,-546
8605,1580
8606,3491
8607,1021
8608,2710
8609,1094
8610,499
8611,1417
8612,851
8613,668
8614,1372
8615,580
8616,780
8617,1064
8618,811
8619,607
8620,1230
8621,1358
8622,1072
8623,1016
8624,881
8625,748
8626,1056
8627,1623
8628,3276
8629,2775
8630,1953
8631,1655
8632,526
8633,1030
8634,866
8635,948
8636,1009
8637,1209
8638,1266
8639,1012
8640,412
8641,695
8642,1477
8643,700
8644,1193
8645,1091
8646,1102
8647,937
8648,1382
8649,1772
8650,3218
8651,2863
8652,3559
8653,1838
8654,2944
8655,1122
8656,259
8657,1110
8658,1279
8659,942
8660,1106
8661,750
8662,657
8663,636
8664,1044
8665,1102
8666,1431
8667,464
8668,1031
8669,1108
8670,1039
8671,767
8672,679
8673,1888
8674,1763
8675,1919
8676,-811
8677,481
8678,1823
8679,2323
8680,640
8681,1297
8682,1453
8683,1303
8684,1228
8685,1012
8686,1137
8687,1060
8688,358
8689,848
8690,1351
8691,1207
8692,901
8693,1468
8694,1028
8695,912
8696,231
8697,875
8698,-1243
8699,3505
8700,2383
8701,1544
8702,2761
8703,-914
8704,1147
8705,1284
8706,937
8707,885
8708,444
8709,880
8710,884
8711,1052
8712,1090
8713,1079
8714,801
8715,1029
8716,605
8717,975
8718,858
8719,1027
8720,1212
8721,1587
8722,1690
8723,2953
8724,1706
8725,468
8726,751
8727,1474
8728,1319
8729,1297
8730,1004
8731,1415
8732,950
8733,871
8734,1380
8735,1145
8736,1061
8737,840
8738,757
8739,467
8740,1080
8741,471
8742,1145
8743,696
8744,1338
8745,1318
8746,1929
8747,2137
8748,641
8749,2766
8750,881
8751,2905
8752,1262
8753,1595
8754,1192
8755,787
8756,478
8757,925
8758,1354
8759,475
8760,1247
8761,1028
8762,992
8763,510
8764,943
8765,1151
8766,1088
8767,600
8768,898
8769,770
8770,1557
8771,2284
8772,867
8773,295
8774,2902
8775,1155
8776,1686
8777,1230
8778,942
8779,1430
8780,1451
8781,706
8782,973
8783,728
8784,1209
8785,817
8786,908
8787,477
8788,1076
8789,990
8790,730
8791,874
8792,791
8793,1600
8794,412
8795,-270
8796,205
8797,2145
8798,1752
8799,1193
8800,1097
8801,481
8802,701
8803,1240
8804,1260
8805,984
8806,818
8807,771
8808,910
8809,1009
8810,668
8811,1925
8812,1144
8813,926
8814,1418
8815,831
8816,1359
8817,878
8818,1723
8819,332
8820,821
8821,2325
8822,3299
8823,971
8824,1208
8825,1017
8826,1083
8827,815
8828,888
8829,1750
8830,1202
8831,1130
8832,1129
8833,680
8834,1146
8835,937
8836,1070
8837,576
8838,1117
8839,1017
8840,504
8841,2183
8842,3925
8843,1751
8844,2230
8845,-104
8846,936
8847,3137
8848,1414
8849,991
8850,1005
8851,723
8852,1564
8853,859
8854,414
8855,873
8856,517
8857,1103
8858,883
8859,1798
8860,1229
8861,633
8862,543
8863,933
8864,1368
8865,1663
8866,1844
8867,2056
8868,3556
8869,2261
8870,2126
8871,1815
8872,1307
8873,842
8874,773
8875,1223
8876,1068
8877,584
8878,1017
8879,816
8880,1224
8881,761
8882,870
8883,527
8884,1054
8885,759
8886,986
8887,817
8888,1187
8889,1927
8890,1941
8891,3923
8892,518
8893,731
8894,1411
8895,602
8896,173
8897,1369
8898,734
8899,677
8900,920
8901,1079
8902,1359
8903,1194
8904,966
8905,1118
8906,1133
8907,569
8908,1040
8909,806
8910,1129
8911,478
8912,1002
8913,2630
8914,3764
8915,905
8916,3363
8917,986
8918,749
8919,2462
8920,1510
8921,1104
8922,999
8923,1195
8924,564
8925,925
8926,430
8927,910
8928,761
8929,1007
8930,1201
8931,945
8932,1125
8933,901
8934,908
8935,138
8936,1258
8937,1710
8938,5
8939,1537
8940,2812
8941,3111
8942,2414
8943,2814
8944,1061
8945,1485
8946,241
8947,1165
8948,998
8949,689
8950,859
8951,609
8952,1025
8953,1382
8954,1412
8955,687
8956,587
8957,598
8958,1085
8959,849
8960,547
8961,1215
8962,2340
8963,1689
8964,490
8965,1349
8966,1456
8967,-132
8968,1312
8969,563
8970,309
8971,1013
8972,1147
8973,716
8974,853
8975,765
8976,1266
8977,760
8978,1193
8979,1138
8980,266
8981,1339
8982,908
8983,1011
8984,948
8985,1287
8986,3766
8987,2916
8988,2373
8989,1644
8990,2941
8991,2698
8992,1005
8993,936
8994,1116
8995,878
8996,998
8997,699
8998,764
8999,1139
9000,1337
9001,1116
9002,276
9003,1234
9004,672
9005,736
9006,1268
9007,1282
9008,870
9009,999
9010,966
9011,2993
9012,30
9013,53
9014,-246
9015,2282
9016,596
9017,927
9018,849
9019,1049
9020,1041
9021,732
9022,1765
9023,1171
9024,839
9025,1100
9026,221
9027,998
9028,1996
9029,861
9030,677
9031,1509
9032,1100
9033,344
9034,1896
9035,1021
9036,2798
9037,-516
9038,1067
9039,2237
9040,1352
9041,978
9042,902
9043,1157
9044,558
9045,1010
9046,1322
9047,1081
9048,1048
9049,1393
9050,605
9051,509
9052,988
9053,575
9054,958
9055,864
9056,633
9057,62
9058,2041
9059,485
9060,-408
9061,2603
9062,2337
9063,1693
9064,1449
9065,1001
9066,1129
9067,820
9068,1114
9069,784
9070,1014
9071,1174
9072,1149
9073,178
9074,1000
9075,804
9076,318
9077,1324
9078,967
9079,511
9080,638
9081,1091
9082,2032
9083,2209
9084,2254
9085,619
9086,2509
9087,1237
9088,729
9089,1416
9090,1243
9091,437
9092,1595
9093,498
9094,1024
9095,973
9096,211
9097,992
9098,297
9099,-305
9100,791
9101,1228
9102,840
9103,972
9104,1005
9105,1818
9106,481
9107,2195
9108,-29
9109,1376
9110,1610
9111,1156
9112,1569
9113,1284
9114,916
9115,901
9116,1027
9117,467
9118,718
9119,1170
9120,782
9121,658
9122,776
9123,503
9124,1249
9125,710
9126,581
9127,788
9128,419
9129,527
9130,-298
9131,1245
9132,2866
9133,317
9134,3452
9135,2113
9136,2122
9137,893
9138,727
9139,742
9140,501
9141,1085
9142,933
9143,866
9144,903
9145,839
9146,577
9147,799
9148,1293
9149,692
9150,1007
9151,731
9152,1123
9153,1340
9154,118
9155,1620
9156,1480
9157,2751
9158,1348
9159,3057
9160,429
9161,1354
9162,400
9163,904
9164,477
9165,1132
9166,1445
9167,1311
9168,725
9169,787
9170,676
9171,537
9172,671
9173,948
9174,648
9175,675
9176,872
9177,1080
9178,1128
9179,2203
9180,1060
9181,1733
9182,1220
9183,1285
9184,438
9185,998
9186,857
9187,391
9188,813
9189,1805
9190,947
9191,871
9192,555
9193,663
9194,1165
9195,816
9196,1258
9197,1313
9198,727
9199,937
9200,1130
9201,1823
9202,-539
9203,2701
9204,2273
9205,1842
9206,461
9207,1344
9208,330
9209,520
9210,767
9211,877
9212,286
9213,606
9214,747
9215,690
9216,915
9217,918
9218,774
9219,784
9220,709
9221,972
9222,1135
9223,670
9224,583
9225,1458
9226,3199
9227,1701
9228,998
9229,4528
9230,558
9231,407
9232,1136
9233,583
9234,735
9235,896
9236,504
9237,1013
9238,583
9239,1101
9240,1337
9241,1243
9242,988
9243,679
9244,880
9245,1076
9246,1203
9247,892
9248,955
9249,1061
9250,2653
9251,1507
9252,3020
9253,1791
9254,4683
9255,2280
9256,-232
9257,882
9258,1139
9259,1053
9260,788
9261,792
9262,1709
9263,781
9264,1130
9265,585
9266,1116
9267,386
9268,959
9269,911
9270,849
9271,950
9272,354
9273,1469
9274,-397
9275,2659
9276,1602
9277,5959
9278,2192
9279,1315
9280,1318
9281,646
9282,785
9283,1076
9284,1260
9285,1273
9286,963
9287,985
9288,909
9289,463
9290,685
9291,990
9292,639
9293,887
9294,916
9295,1227
9296,1355
9297,1630
9298,1443
9299,932
9300,2314
9301,339
9302,4085
9303,2353
9304,2143
9305,741
